ID,RER
Q54HV0,0.043
Q54LC7,0.043
Q54MR1,0.043
Q54PQ4,0.043
Q54Q72,0.043
Q54R05,0.043
Q54RV7,0.043
Q54T87,0.043
Q54TA5,0.043
Q54UL7,0.043
Q54Z22,0.043
Q552B4,0.043
Q553S2,0.043
Q553U5,0.043
Q559T9,0.043
Q55AN3,0.043
Q55B56,0.043
Q55BA4,0.043
Q55BT0,0.043
Q55BW3,0.043
Q55BZ5,0.043
Q55DK1,0.043
Q55FE3,0.043
Q55FU0,0.043
Q55GE5,0.043
Q75JR3,0.043
Q75K18,0.043
Q86IE2,0.043
Q86JN6,0.043
Q86KE7,0.043
Q86L03,0.043
B0G102,0.044
B0G167,0.044
P34036,0.044
P51136,0.044
Q54CK9,0.044
Q54DN6,0.044
Q54G74,0.044
Q54IX7,0.044
Q54J98,0.044
Q54LC4,0.044
Q54LQ6,0.044
Q54MA9,0.044
Q54N41,0.044
Q54N82,0.044
Q54NF6,0.044
Q54PH6,0.044
Q54SI1,0.044
Q54SP2,0.044
Q54SU3,0.044
Q54U01,0.044
Q54U74,0.044
Q54VK5,0.044
Q54WF2,0.044
Q551W8,0.044
Q554G3,0.044
Q556K0,0.044
Q557J3,0.044
Q55BU7,0.044
Q55CR6,0.044
Q55D55,0.044
Q55EI6,0.044
Q55EU1,0.044
Q75JT0,0.044
Q7KWW9,0.044
Q869N2,0.044
Q86HU8,0.044
Q86I59,0.044
Q86KL4,0.044
Q8T2H0,0.044
Q9GPT6,0.044
B0G125,0.045
Q03479,0.045
Q54BB4,0.045
Q54BC2,0.045
Q54BD4,0.045
Q54CL2,0.045
Q54E71,0.045
Q54F80,0.045
Q54GZ7,0.045
Q54HL0,0.045
Q54IR8,0.045
Q54LU2,0.045
Q54MY5,0.045
Q54NS6,0.045
Q54PR4,0.045
Q54QJ2,0.045
Q54QZ3,0.045
Q54RE6,0.045
Q54SA7,0.045
Q54SF2,0.045
Q54UF1,0.045
Q54VC4,0.045
Q54VY1,0.045
Q54WG0,0.045
Q54WG8,0.045
Q54WU3,0.045
Q54X17,0.045
Q54XH4,0.045
Q54XK3,0.045
Q55DE7,0.045
Q55F29,0.045
Q75JX1,0.045
Q76NZ7,0.045
Q86A12,0.045
Q86A88,0.045
Q86AF8,0.045
Q86I75,0.045
Q86IW8,0.045
Q94480,0.045
Q9XZJ3,0.045
B0G198,0.046
P42522,0.046
P54644,0.046
Q54BW6,0.046
Q54C25,0.046
Q54CA7,0.046
Q54D72,0.046
Q54DM1,0.046
Q54EQ6,0.046
Q54G77,0.046
Q54GV0,0.046
Q54H23,0.046
Q54HF1,0.046
Q54HR6,0.046
Q54IH4,0.046
Q54J00,0.046
Q54JF0,0.046
Q54K37,0.046
Q54LE3,0.046
Q54LG7,0.046
Q54N08,0.046
Q54P42,0.046
Q54PD3,0.046
Q54PP6,0.046
Q54Q30,0.046
Q54QD6,0.046
Q54TH4,0.046
Q54UD6,0.046
Q54VA7,0.046
Q54W05,0.046
Q54WF4,0.046
Q54WH2,0.046
Q553R1,0.046
Q557E8,0.046
Q55BI3,0.046
Q55BK0,0.046
Q55BX3,0.046
Q55E88,0.046
Q55G97,0.046
Q55GG1,0.046
Q75K28,0.046
Q86A73,0.046
Q86B07,0.046
Q86HM4,0.046
Q8MNM6,0.046
Q94504,0.046
C7G044,0.047
O00899,0.047
O77082,0.047
P07828,0.047
P36416,0.047
Q54BJ4,0.047
Q54C34,0.047
Q54CP2,0.047
Q54D71,0.047
Q54E38,0.047
Q54EV7,0.047
Q54F23,0.047
Q54G31,0.047
Q54HT3,0.047
Q54I13,0.047
Q54I57,0.047
Q54IT0,0.047
Q54JQ2,0.047
Q54MB1,0.047
Q54MP9,0.047
Q54ND2,0.047
Q54NK1,0.047
Q54PL3,0.047
Q54PQ2,0.047
Q54Q46,0.047
Q54TQ4,0.047
Q54VS8,0.047
Q54WY2,0.047
Q54X16,0.047
Q54YA7,0.047
Q551Y6,0.047
Q55A09,0.047
Q55B25,0.047
Q55BA7,0.047
Q55CQ8,0.047
Q55FR9,0.047
Q55G48,0.047
Q55GD9,0.047
Q55GH3,0.047
Q75JD4,0.047
Q75JH8,0.047
Q76P29,0.047
Q7YZN9,0.047
Q86H29,0.047
Q86I40,0.047
Q8T158,0.047
Q9BMX0,0.047
O96904,0.048
P07829,0.048
P34123,0.048
Q1ZXG7,0.048
Q1ZXI5,0.048
Q1ZXJ2,0.048
Q54C48,0.048
Q54CU7,0.048
Q54DL9,0.048
Q54EU6,0.048
Q54I79,0.048
Q54I81,0.048
Q54IP0,0.048
Q54L71,0.048
Q54MH8,0.048
Q54N90,0.048
Q54NJ5,0.048
Q54NU7,0.048
Q54NX4,0.048
Q54QM7,0.048
Q54TI7,0.048
Q54UT6,0.048
Q54VL6,0.048
Q54VM3,0.048
Q54VM4,0.048
Q54XJ0,0.048
Q54Y13,0.048
Q553P3,0.048
Q556T3,0.048
Q55BD5,0.048
Q55E34,0.048
Q55EX5,0.048
Q55GU1,0.048
Q86HR3,0.048
Q86HS8,0.048
Q86K90,0.048
Q86KZ5,0.048
Q86L51,0.048
Q8T2F3,0.048
C0HLF1,0.049
O61125,0.049
Q1ZXK3,0.049
Q54B82,0.049
Q54BQ8,0.049
Q54CK8,0.049
Q54E01,0.049
Q54E51,0.049
Q54EX3,0.049
Q54EY5,0.049
Q54F59,0.049
Q54G75,0.049
Q54GY1,0.049
Q54H55,0.049
Q54HY5,0.049
Q54IJ9,0.049
Q54J54,0.049
Q54K75,0.049
Q54N52,0.049
Q54PM0,0.049
Q54PP7,0.049
Q54R72,0.049
Q54SG7,0.049
Q54U70,0.049
Q54UU1,0.049
Q54UU8,0.049
Q54VE3,0.049
Q54VP8,0.049
Q54W50,0.049
Q54Y97,0.049
Q54YU7,0.049
Q54YZ6,0.049
Q54ZC6,0.049
Q553B4,0.049
Q553E8,0.049
Q553H6,0.049
Q553V7,0.049
Q55EP7,0.049
B0G191,0.05
P24639,0.05
Q1ZXF6,0.05
Q54B75,0.05
Q54BH6,0.05
Q54CB2,0.05
Q54CL0,0.05
Q54CU3,0.05
Q54CW0,0.05
Q54D00,0.05
Q54DL6,0.05
Q54EP6,0.05
Q54HA7,0.05
Q54HB8,0.05
Q54IK0,0.05
Q54K59,0.05
Q54KM5,0.05
Q54L99,0.05
Q54LP2,0.05
Q54MY6,0.05
Q54N51,0.05
Q54NG1,0.05
Q54NT3,0.05
Q54P14,0.05
Q54P63,0.05
Q54Q71,0.05
Q54R71,0.05
Q54RY6,0.05
Q54S43,0.05
Q54T05,0.05
Q54T13,0.05
Q54TQ1,0.05
Q54TV3,0.05
Q54WG1,0.05
Q54WW1,0.05
Q54XQ1,0.05
Q54YK5,0.05
Q553U9,0.05
Q556T2,0.05
Q55BQ1,0.05
Q55BU3,0.05
Q55CJ7,0.05
Q55EX7,0.05
Q5R1U3,0.05
Q76NZ9,0.05
Q86IC6,0.05
Q86J23,0.05
Q86JC5,0.05
Q86JM3,0.05
Q86K39,0.05
Q86L37,0.05
Q8MMQ1,0.05
O96624,0.051
P42525,0.051
Q54E64,0.051
Q54EG3,0.051
Q54ET7,0.051
Q54F30,0.051
Q54FU3,0.051
Q54GL1,0.051
Q54MF0,0.051
Q54NC5,0.051
Q54NF3,0.051
Q54NT1,0.051
Q54P51,0.051
Q54PZ3,0.051
Q54SU1,0.051
Q54VS0,0.051
Q54W06,0.051
Q54WH4,0.051
Q54WZ0,0.051
Q54XS9,0.051
Q54YD8,0.051
Q54YE6,0.051
Q54ZB5,0.051
Q555G0,0.051
Q556J3,0.051
Q55BQ2,0.051
Q55DV8,0.051
Q55E42,0.051
Q55EZ6,0.051
Q55FU3,0.051
Q55G16,0.051
Q55GL2,0.051
Q75JI3,0.051
Q86AZ8,0.051
Q86HD4,0.051
Q8MY12,0.051
Q94503,0.051
A0A2C9SN78,0.052
P19198,0.052
Q54C16,0.052
Q54DZ5,0.052
Q54EY3,0.052
Q54FG7,0.052
Q54GL8,0.052
Q54H53,0.052
Q54IQ5,0.052
Q54JG7,0.052
Q54L90,0.052
Q54LL7,0.052
Q54MJ6,0.052
Q54ND3,0.052
Q54P30,0.052
Q54QK4,0.052
Q54SJ7,0.052
Q54TT8,0.052
Q54U61,0.052
Q54UC1,0.052
Q54Z61,0.052
Q553S1,0.052
Q556W4,0.052
Q557H3,0.052
Q55AH8,0.052
Q55CK7,0.052
Q55CU4,0.052
Q55D99,0.052
Q55ED2,0.052
Q55EQ6,0.052
Q55F76,0.052
Q55F80,0.052
Q55FJ2,0.052
Q55G01,0.052
Q55G93,0.052
Q55GC7,0.052
Q75JA4,0.052
Q86A24,0.052
Q86I20,0.052
Q86IV5,0.052
Q8MP80,0.052
Q8T295,0.052
Q9GPR7,0.052
B0G131,0.053
P22683,0.053
P34099,0.053
Q1ZXK2,0.053
Q54BV6,0.053
Q54CS2,0.053
Q54CT2,0.053
Q54CX0,0.053
Q54DK0,0.053
Q54DW7,0.053
Q54EY4,0.053
Q54FV4,0.053
Q54G86,0.053
Q54GE1,0.053
Q54HI0,0.053
Q54K42,0.053
Q54N57,0.053
Q54P70,0.053
Q54PJ1,0.053
Q54QI6,0.053
Q54RD4,0.053
Q54RZ4,0.053
Q54SX2,0.053
Q54U04,0.053
Q54VQ0,0.053
Q54XY4,0.053
Q54Y82,0.053
Q54YD1,0.053
Q550P6,0.053
Q552D9,0.053
Q552I0,0.053
Q556S3,0.053
Q559C4,0.053
Q55BF2,0.053
Q55C80,0.053
Q55DQ5,0.053
Q55FT7,0.053
Q75JJ6,0.053
Q75JP6,0.053
Q86AW2,0.053
Q86I66,0.053
Q86IF1,0.053
Q8IS19,0.053
Q8T1P1,0.053
B0G156,0.054
B0G186,0.054
C7G006,0.054
P14197,0.054
Q54D70,0.054
Q54DT3,0.054
Q54ED4,0.054
Q54EJ3,0.054
Q54ES8,0.054
Q54F26,0.054
Q54FL3,0.054
Q54FY6,0.054
Q54GI7,0.054
Q54GU2,0.054
Q54HE0,0.054
Q54HP3,0.054
Q54J03,0.054
Q54JK4,0.054
Q54KD0,0.054
Q54LU1,0.054
Q54MB8,0.054
Q54MF6,0.054
Q54MP2,0.054
Q54N99,0.054
Q54NZ5,0.054
Q54QI3,0.054
Q54QK5,0.054
Q54R54,0.054
Q54RB7,0.054
Q54SD6,0.054
Q54SF6,0.054
Q54U84,0.054
Q54UJ3,0.054
Q54UQ7,0.054
Q54V69,0.054
Q54YJ6,0.054
Q551C2,0.054
Q552W4,0.054
Q556Y9,0.054
Q55C67,0.054
Q55CM9,0.054
Q55CT8,0.054
Q55DA6,0.054
Q55EA2,0.054
Q55EE4,0.054
Q55EZ0,0.054
Q55FN5,0.054
Q55GB9,0.054
Q55GN8,0.054
Q76NV3,0.054
Q76NW9,0.054
Q86CS2,0.054
Q86JB0,0.054
Q86JI9,0.054
Q86K21,0.054
Q8T662,0.054
Q9BIW5,0.054
Q1ZXQ0,0.055
Q54CH6,0.055
Q54CT0,0.055
Q54G21,0.055
Q54GF5,0.055
Q54GY3,0.055
Q54H07,0.055
Q54HF5,0.055
Q54HH7,0.055
Q54IF1,0.055
Q54JK3,0.055
Q54JZ6,0.055
Q54KD5,0.055
Q54KL2,0.055
Q54LJ4,0.055
Q54N48,0.055
Q54NZ1,0.055
Q54RD1,0.055
Q54RX5,0.055
Q54S08,0.055
Q54SV8,0.055
Q54V94,0.055
Q54VE0,0.055
Q54VW7,0.055
Q54WF0,0.055
Q551A6,0.055
Q551U4,0.055
Q553Q6,0.055
Q55A01,0.055
Q55BN5,0.055
Q55BX4,0.055
Q55CS4,0.055
Q55DN7,0.055
Q55DZ0,0.055
Q55FR3,0.055
Q75JE2,0.055
Q86A79,0.055
Q86IE5,0.055
Q8IS15,0.055
Q94489,0.055
Q9XXV8,0.055
B0G128,0.056
P51173,0.056
Q1ZXD7,0.056
Q1ZXP5,0.056
Q54BQ2,0.056
Q54C46,0.056
Q54DG0,0.056
Q54GK5,0.056
Q54HZ4,0.056
Q54IE5,0.056
Q54IX5,0.056
Q54IZ9,0.056
Q54JS5,0.056
Q54NB4,0.056
Q54QH5,0.056
Q54S74,0.056
Q54SK8,0.056
Q54T71,0.056
Q54TF8,0.056
Q54TG0,0.056
Q54TJ6,0.056
Q54TT4,0.056
Q54U23,0.056
Q54Y39,0.056
Q54ZB3,0.056
Q551A9,0.056
Q551N6,0.056
Q551X5,0.056
Q553B1,0.056
Q553Q8,0.056
Q556T7,0.056
Q556Z0,0.056
Q557H9,0.056
Q55AQ4,0.056
Q55BF3,0.056
Q55BQ9,0.056
Q55CI8,0.056
Q55CV3,0.056
Q55CZ6,0.056
Q55DM8,0.056
Q55GK2,0.056
Q55GP2,0.056
Q55GT9,0.056
Q5TJ57,0.056
Q6TU48,0.056
Q75JA0,0.056
Q869K7,0.056
Q86IG9,0.056
Q9GSG9,0.056
O60999,0.057
P32256,0.057
P33519,0.057
Q1ZXH0,0.057
Q54C50,0.057
Q54DN3,0.057
Q54DV9,0.057
Q54GG9,0.057
Q54GJ6,0.057
Q54HP2,0.057
Q54HX9,0.057
Q54IH8,0.057
Q54J73,0.057
Q54J89,0.057
Q54JY2,0.057
Q54JZ0,0.057
Q54K12,0.057
Q54NT2,0.057
Q54PT9,0.057
Q54PU3,0.057
Q54RX0,0.057
Q54W95,0.057
Q54XU5,0.057
Q54Y24,0.057
Q54Y26,0.057
Q54Z21,0.057
Q550E9,0.057
Q550R6,0.057
Q551J8,0.057
Q552L5,0.057
Q553B3,0.057
Q55A46,0.057
Q55BQ0,0.057
Q55BS7,0.057
Q55CH6,0.057
Q55CN0,0.057
Q55DS0,0.057
Q55EJ4,0.057
Q55FH8,0.057
Q5TJ56,0.057
Q7KWW8,0.057
Q7Z202,0.057
Q86AF2,0.057
Q86AR1,0.057
Q86AU4,0.057
Q86HP6,0.057
Q8T2I0,0.057
Q95VZ3,0.057
Q9BI24,0.057
B0G164,0.058
P34117,0.058
Q54BA2,0.058
Q54CS6,0.058
Q54DU0,0.058
Q54E49,0.058
Q54FE0,0.058
Q54JK5,0.058
Q54K50,0.058
Q54LN0,0.058
Q54LZ1,0.058
Q54N32,0.058
Q54QJ8,0.058
Q54S30,0.058
Q54VG5,0.058
Q54XA9,0.058
Q54Y96,0.058
Q553E9,0.058
Q555H8,0.058
Q556I6,0.058
Q55BX7,0.058
Q55EI0,0.058
Q7KWK0,0.058
Q86HX6,0.058
Q86L05,0.058
P0CG81,0.059
P32255,0.059
P54677,0.059
Q1ZXC6,0.059
Q54C28,0.059
Q54DS4,0.059
Q54DV0,0.059
Q54F32,0.059
Q54FC2,0.059
Q54FH3,0.059
Q54FI8,0.059
Q54FY7,0.059
Q54G79,0.059
Q54GB0,0.059
Q54GZ0,0.059
Q54IY4,0.059
Q54LW0,0.059
Q54MH3,0.059
Q54MU5,0.059
Q54NU1,0.059
Q54PA0,0.059
Q54QJ0,0.059
Q54RC7,0.059
Q54TU0,0.059
Q54TZ0,0.059
Q54U49,0.059
Q54XN6,0.059
Q54XS6,0.059
Q54ZE2,0.059
Q550Y0,0.059
Q551G1,0.059
Q552Q7,0.059
Q555R9,0.059
Q55C83,0.059
Q55CE1,0.059
Q55D04,0.059
Q55DA2,0.059
Q55DE8,0.059
Q55FH3,0.059
Q6T486,0.059
Q75JD8,0.059
Q86JL6,0.059
Q86KC0,0.059
Q8IS16,0.059
Q8MP76,0.059
Q9NIF3,0.059
B0G132,0.06
B0G147,0.06
C7FZZ6,0.06
O77203,0.06
P05987,0.06
P54697,0.06
Q54B97,0.06
Q54BC4,0.06
Q54CA8,0.06
Q54DB3,0.06
Q54DD2,0.06
Q54FI6,0.06
Q54FV6,0.06
Q54G11,0.06
Q54HG4,0.06
Q54HK5,0.06
Q54IK3,0.06
Q54IN5,0.06
Q54J05,0.06
Q54KP2,0.06
Q54PR9,0.06
Q54RR7,0.06
Q54S60,0.06
Q54S68,0.06
Q54T97,0.06
Q54TH6,0.06
Q54TS6,0.06
Q54TU4,0.06
Q54UD7,0.06
Q54WI5,0.06
Q54YL2,0.06
Q551S0,0.06
Q556N3,0.06
Q556U5,0.06
Q558Z1,0.06
Q55A39,0.06
Q55AI9,0.06
Q55BB1,0.06
Q55BK2,0.06
Q55BM8,0.06
Q55F82,0.06
Q55FF9,0.06
Q55FU2,0.06
Q867W8,0.06
Q869X7,0.06
Q86A00,0.06
Q86IB4,0.06
Q8MVR1,0.06
Q8T135,0.06
Q8T1V7,0.06
Q9U9R7,0.06
Q9Y0C9,0.06
O15744,0.061
O96923,0.061
P35084,0.061
Q1ZX99,0.061
Q54AX5,0.061
Q54BP6,0.061
Q54E44,0.061
Q54EJ5,0.061
Q54F00,0.061
Q54GX3,0.061
Q54LZ3,0.061
Q54NA2,0.061
Q54PN3,0.061
Q54PX4,0.061
Q54QK1,0.061
Q54R16,0.061
Q54S17,0.061
Q54TN3,0.061
Q54TX9,0.061
Q54UF2,0.061
Q54UL8,0.061
Q54WV9,0.061
Q54XT4,0.061
Q54Y12,0.061
Q54YW8,0.061
Q54Z53,0.061
Q550H7,0.061
Q557J9,0.061
Q55C96,0.061
Q55CZ5,0.061
Q55F01,0.061
Q55F70,0.061
Q55GM4,0.061
Q75JJ3,0.061
Q75JN8,0.061
Q86H62,0.061
Q86KB3,0.061
Q86KP6,0.061
Q8T277,0.061
P22467,0.062
Q1ZXQ2,0.062
Q23911,0.062
Q54CE3,0.062
Q54CV3,0.062
Q54GE3,0.062
Q54GT9,0.062
Q54H49,0.062
Q54HE3,0.062
Q54HF6,0.062
Q54HW9,0.062
Q54J55,0.062
Q54JG9,0.062
Q54KH7,0.062
Q54L06,0.062
Q54LV5,0.062
Q54MP0,0.062
Q54P04,0.062
Q54PG0,0.062
Q54Q66,0.062
Q54SF5,0.062
Q54U79,0.062
Q54VL8,0.062
Q54VQ8,0.062
Q54W23,0.062
Q54WR2,0.062
Q54XA8,0.062
Q552T7,0.062
Q556D4,0.062
Q556H5,0.062
Q55AA6,0.062
Q55DJ6,0.062
Q55E92,0.062
Q55FT8,0.062
Q75K22,0.062
Q86H89,0.062
Q9GPF1,0.062
B0G140,0.063
C7G073,0.063
O00835,0.063
Q1ZXH8,0.063
Q54BH9,0.063
Q54EH3,0.063
Q54FV5,0.063
Q54G57,0.063
Q54GV5,0.063
Q54H96,0.063
Q54HX2,0.063
Q54LB6,0.063
Q54LJ3,0.063
Q54M50,0.063
Q54M57,0.063
Q54ND7,0.063
Q54QR7,0.063
Q54T27,0.063
Q54TM7,0.063
Q54VR4,0.063
Q54X05,0.063
Q54X70,0.063
Q54YY1,0.063
Q551H3,0.063
Q551M2,0.063
Q552R1,0.063
Q555U1,0.063
Q556G8,0.063
Q55BN0,0.063
Q55CN5,0.063
Q55D43,0.063
Q55DT5,0.063
Q55F13,0.063
Q6S001,0.063
Q86KD0,0.063
Q86KZ2,0.063
Q8WQ85,0.063
O96552,0.064
P54670,0.064
P54674,0.064
Q54AV2,0.064
Q54B72,0.064
Q54DV3,0.064
Q54GE5,0.064
Q54JB8,0.064
Q54JW7,0.064
Q54LC9,0.064
Q54LX3,0.064
Q54MR3,0.064
Q54N37,0.064
Q54NJ3,0.064
Q54PK6,0.064
Q54PN9,0.064
Q54Q15,0.064
Q54QW6,0.064
Q54RM0,0.064
Q54S59,0.064
Q54TH8,0.064
Q54TK4,0.064
Q54TN0,0.064
Q54VP7,0.064
Q54WL8,0.064
Q54X47,0.064
Q54XB0,0.064
Q54XE6,0.064
Q54XZ8,0.064
Q54YW1,0.064
Q551E0,0.064
Q55BB8,0.064
Q55EC7,0.064
Q55ED1,0.064
Q55ER7,0.064
Q55G88,0.064
Q75JP5,0.064
Q86AQ5,0.064
Q86HF6,0.064
Q86I14,0.064
Q86JJ5,0.064
Q8T2H8,0.064
B0G154,0.065
Q54B47,0.065
Q54D58,0.065
Q54EN9,0.065
Q54HH3,0.065
Q54I73,0.065
Q54J11,0.065
Q54LC8,0.065
Q54N44,0.065
Q54NV0,0.065
Q54P97,0.065
Q54R12,0.065
Q54RV6,0.065
Q54S12,0.065
Q54SU8,0.065
Q54T81,0.065
Q54UC0,0.065
Q54UG6,0.065
Q54VV0,0.065
Q54WA7,0.065
Q54XF2,0.065
Q54XN5,0.065
Q551A8,0.065
Q551B5,0.065
Q553L4,0.065
Q555Z2,0.065
Q55BS4,0.065
Q55C89,0.065
Q55C90,0.065
Q55DJ5,0.065
Q55DW2,0.065
Q55E83,0.065
Q55E90,0.065
Q55FQ0,0.065
Q55FT6,0.065
Q55GG8,0.065
Q869E1,0.065
Q86A13,0.065
Q86H44,0.065
Q86KC8,0.065
Q86KL1,0.065
C7G081,0.066
O00910,0.066
O15736,0.066
O76734,0.066
Q54B46,0.066
Q54CF8,0.066
Q54CN1,0.066
Q54DH7,0.066
Q54F78,0.066
Q54FX2,0.066
Q54GA1,0.066
Q54HV6,0.066
Q54I18,0.066
Q54IX6,0.066
Q54JA0,0.066
Q54L79,0.066
Q54LR3,0.066
Q54MT6,0.066
Q54N22,0.066
Q54NP6,0.066
Q54P73,0.066
Q54PG4,0.066
Q54PX0,0.066
Q54QB1,0.066
Q54SA9,0.066
Q54SX3,0.066
Q54TD9,0.066
Q54U94,0.066
Q54VC8,0.066
Q54W83,0.066
Q54Y84,0.066
Q54YA0,0.066
Q54YA5,0.066
Q554M4,0.066
Q557I9,0.066
Q55AN8,0.066
Q55BP7,0.066
Q55D67,0.066
Q55DP9,0.066
Q55EH4,0.066
Q55FP1,0.066
Q55FY5,0.066
Q55G42,0.066
Q55GD2,0.066
Q86HV4,0.066
Q86IC7,0.066
Q86JC8,0.066
Q8T1C6,0.066
Q9NGP4,0.066
C7G015,0.067
P0CB66,0.067
Q1ZXB1,0.067
Q54CU2,0.067
Q54DM5,0.067
Q54DT4,0.067
Q54DU5,0.067
Q54HS3,0.067
Q54J37,0.067
Q54K28,0.067
Q54L61,0.067
Q54NK4,0.067
Q54NR8,0.067
Q54PD9,0.067
Q54PG5,0.067
Q54PK2,0.067
Q54QS9,0.067
Q54SH0,0.067
Q54VB5,0.067
Q54VY3,0.067
Q54WR0,0.067
Q54XP4,0.067
Q54XX5,0.067
Q54Y50,0.067
Q54Z08,0.067
Q559A5,0.067
Q55A15,0.067
Q55AR6,0.067
Q55BQ8,0.067
Q55D32,0.067
Q55EL3,0.067
Q55GH4,0.067
Q86AS0,0.067
Q86II5,0.067
Q86K94,0.067
Q86L99,0.067
B0M0P5,0.068
O77033,0.068
Q02158,0.068
Q54BE0,0.068
Q54BF5,0.068
Q54BM2,0.068
Q54BW8,0.068
Q54CE1,0.068
Q54CS5,0.068
Q54D08,0.068
Q54DM6,0.068
Q54HJ0,0.068
Q54HY9,0.068
Q54IH7,0.068
Q54KG3,0.068
Q54QA6,0.068
Q54RP6,0.068
Q54RU0,0.068
Q54S19,0.068
Q54T18,0.068
Q54TN8,0.068
Q54UW5,0.068
Q54WB2,0.068
Q54YA2,0.068
Q54YQ6,0.068
Q556M8,0.068
Q556Z2,0.068
Q55C79,0.068
Q55CI7,0.068
Q55CK2,0.068
Q55CL5,0.068
Q55CW4,0.068
Q55ED3,0.068
Q55FT5,0.068
Q55H11,0.068
Q75J96,0.068
Q75JZ1,0.068
Q75K23,0.068
Q869V0,0.068
Q86K40,0.068
Q54BQ6,0.069
Q54DA2,0.069
Q54DK9,0.069
Q54ET6,0.069
Q54EV0,0.069
Q54FA8,0.069
Q54FZ3,0.069
Q54JL0,0.069
Q54KR7,0.069
Q54MU4,0.069
Q54NM2,0.069
Q54Q57,0.069
Q54R94,0.069
Q54UW4,0.069
Q54VZ8,0.069
Q54WA6,0.069
Q54X86,0.069
Q54Y73,0.069
Q54Y81,0.069
Q556L1,0.069
Q55AV3,0.069
Q55BS1,0.069
Q55E78,0.069
Q55EN4,0.069
Q55F86,0.069
Q55FZ2,0.069
Q55FZ4,0.069
Q86B06,0.069
Q8SSQ3,0.069
Q95YL4,0.069
Q9U1M8,0.069
Q54BY5,0.07
Q54CP4,0.07
Q54DB1,0.07
Q54E33,0.07
Q54EY8,0.07
Q54FL9,0.07
Q54HH2,0.07
Q54IA6,0.07
Q54J07,0.07
Q54K19,0.07
Q54PZ4,0.07
Q54Q08,0.07
Q54QM3,0.07
Q54QX1,0.07
Q54R84,0.07
Q54S11,0.07
Q54TB6,0.07
Q54TV5,0.07
Q54U24,0.07
Q54UM0,0.07
Q54UM3,0.07
Q54VA9,0.07
Q54VV1,0.07
Q54VX6,0.07
Q54W36,0.07
Q54XA2,0.07
Q54YK2,0.07
Q54YP1,0.07
Q552H0,0.07
Q555L9,0.07
Q555X3,0.07
Q559C0,0.07
Q55A92,0.07
Q55CR5,0.07
Q55DA9,0.07
Q55EP8,0.07
Q55FM9,0.07
Q55GN5,0.07
Q75JW3,0.07
Q869L3,0.07
Q86AE1,0.07
Q86H58,0.07
P90648,0.071
Q54B27,0.071
Q54CR3,0.071
Q54DH8,0.071
Q54DK8,0.071
Q54DT1,0.071
Q54HS9,0.071
Q54IK1,0.071
Q54KU2,0.071
Q54M34,0.071
Q54MA7,0.071
Q54N55,0.071
Q54NC8,0.071
Q54PP4,0.071
Q54PW5,0.071
Q54Q20,0.071
Q54QP0,0.071
Q54R58,0.071
Q54SJ6,0.071
Q54SQ9,0.071
Q54TW1,0.071
Q54U55,0.071
Q54VQ6,0.071
Q54VV9,0.071
Q54WD6,0.071
Q54WP8,0.071
Q54WV6,0.071
Q54WY7,0.071
Q54WZ5,0.071
Q54XN0,0.071
Q553R4,0.071
Q555G9,0.071
Q555M9,0.071
Q86HQ8,0.071
Q86I06,0.071
Q86I25,0.071
O96612,0.072
P54675,0.072
Q1ZXQ8,0.072
Q54BM4,0.072
Q54CE0,0.072
Q54CM8,0.072
Q54DI1,0.072
Q54G46,0.072
Q54J52,0.072
Q54JJ6,0.072
Q54JN7,0.072
Q54JV1,0.072
Q54K14,0.072
Q54KC6,0.072
Q54L94,0.072
Q54LB8,0.072
Q54LD6,0.072
Q54NK0,0.072
Q54Q24,0.072
Q54RY0,0.072
Q54S77,0.072
Q54T17,0.072
Q54TR9,0.072
Q54VU9,0.072
Q551Q8,0.072
Q552M8,0.072
Q553P5,0.072
Q556P6,0.072
Q55BA5,0.072
Q55BV8,0.072
Q55DL7,0.072
Q55DR6,0.072
Q55G43,0.072
Q55GA4,0.072
Q8MYE7,0.072
Q8T6B7,0.072
Q54DC6,0.073
Q54DF2,0.073
Q54DR3,0.073
Q54FS1,0.073
Q54GG5,0.073
Q54J75,0.073
Q54JA8,0.073
Q54L00,0.073
Q54L10,0.073
Q54L47,0.073
Q54N00,0.073
Q54NG6,0.073
Q54PC3,0.073
Q54PX7,0.073
Q54QI0,0.073
Q54RQ8,0.073
Q54T49,0.073
Q54TE7,0.073
Q54TI9,0.073
Q54U15,0.073
Q54W40,0.073
Q54XF5,0.073
Q54YD9,0.073
Q554I8,0.073
Q55D16,0.073
Q55D68,0.073
Q55DL8,0.073
Q55E66,0.073
Q55F14,0.073
Q55FJ0,0.073
Q55G00,0.073
Q7KWN0,0.073
Q86HT7,0.073
Q86I87,0.073
Q86JM8,0.073
Q8T127,0.073
O61122,0.074
Q1ZXC8,0.074
Q54CV2,0.074
Q54DH9,0.074
Q54EW9,0.074
Q54GV1,0.074
Q54HN5,0.074
Q54JI7,0.074
Q54MI4,0.074
Q54MK4,0.074
Q54NV1,0.074
Q54PN4,0.074
Q54Q73,0.074
Q54QS3,0.074
Q54TF7,0.074
Q54U56,0.074
Q54VI9,0.074
Q54WE5,0.074
Q54YG5,0.074
Q552Q3,0.074
Q552S3,0.074
Q554L2,0.074
Q557F4,0.074
Q55BS5,0.074
Q55CE0,0.074
Q55CL1,0.074
Q55DG0,0.074
Q55EZ4,0.074
